Vannkraftverk

Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
312;Novle;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestland;46;Ullensvang;18;1967-01-01;1967-01-01;40;239,6537;275;16,01;0,694;2;036.F0;
1192;Nunelva;Kraftverk;TRØNDERENERGI KRAFT AS;878631072;Trøndelag;50;Åfjord;58;1949-01-01;1949-01-01;0,315;1,15;140;0,235;;3;136.1Z;
314;Nybrufoss;Kraftverk;KONGSBERG ENERGISELSKAP AS;863956692;Viken;30;Kongsberg;06;1911-09-28;2013-02-13;3;25;13,24;29;0,029;1;015.D31;
1842;Nybuelvi;Kraftverk;SMÅKRAFT AS;984616155;Viken;30;Nesbyen;40;2016-04-07;2016-04-07;3,6;7,1;539,9;0,794;1,259;5;012.CC7A0;
839;Nydal;Kraftverk;NYDAL KRAFT AS;986598057;Vestland;46;Sunnfjord;47;2005-02-07;2005-02-07;1,44;7,3;190;0,98;1,505;3;084.D;
1642;Nydalselva;Kraftverk;NYDALSELVA KRAFT AS;893040412;Vestland;46;Sunnfjord;47;2011-10-26;2011-10-26;5,25;17,6;605;0,97;1,503;3;087.B13;
1978;Nye Suvdøla;Kraftverk;DRANGEDAL EVERK KF;971028440;Vestfold og Telemark;38;Drangedal;15;2019-06-13;2019-06-13;9;44,63;347;3,2;0,781;2;017.FA0;
495;Nye Verma;Kraftverk;RAUMA ENERGI AS;970974253;Møre og Romsdal;15;Rauma;39;1949-11-14;2019-05-16;23,2;119,2;424,4;6;0,929;3;103.AA1;
827;Nygard;Pumpekraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Modalen;29;2005-01-30;2005-01-30;56;81,5556;450;17;0,934;5;064.ABZ;
315;Nygård;Kraftverk;NORDKRAFT MAGASIN AS;928657213;Nordland;18;Narvik;06;1932-06-28;1932-06-28;25;101,2108;253,89;12,1;0,574;4;174.4Z;
316;Nyset;Kraftverk;ØSTFOLD ENERGI AS;879904412;Vestland;46;Årdal;43;1988-01-01;1988-01-01;5;19,9781;61;8,42;0,165;5;074.2B3;
1110;Nystavnbekken;Kraftverk;;;Trøndelag;50;Levanger;37;1999-01-01;1999-01-01;0,022;0,088;;;;3;125.4E2;
1800;Nyvikelva;Kraftverk;SMÅKRAFT AS;984616155;Trøndelag;50;Raarvikhe %u2013 Røyrvik;43;2015-05-01;2015-05-01;2,1;6;83,5;3;0,194;4;307.3Z;
937;Nøringset;Kraftverk;ENERVA AS;983515584;Møre og Romsdal;15;Sula;31;2004-01-01;2004-01-01;0,2;0,6;;;;3;101.43;
1040;Nørsteteig;Kraftverk;NØRSTETEIG KRAFTVERK AS;891182082;Vestfold og Telemark;38;Seljord;20;2006-02-19;2006-02-19;0,075;0,36;98;0,14;0,149;2;016.ECZ;
1244;Nørståe;Kraftverk;NØRSTÅE KRAFT AS;987579064;Viken;30;Rollag;51;2006-08-21;2006-08-21;1,5;4,3;130;1,5;0,278;1;015.G8Z;
1133;Nånes & Mele Mikrokraftverk;Kraftverk;MELEFALLET AS;976537300;Agder;42;Bygland;20;1997-01-01;1997-01-01;0,096;0,554;;;;2;021.D6Z;
1711;Odberg;Kraftverk;ODBERG KRAFTLAG SA;997278100;Vestfold og Telemark;38;Larvik;05;2012-12-14;2012-12-14;0,075;0,45;134,4;0,1;0,219;2;015.B4;
1805;Offervann;Kraftverk;STATKRAFT ENERGI AS;987059729;Troms og Finnmark Romsa ja Finnmárku;54;Lebesby;38;2015-04-23;2015-04-23;2,2;7;10;22;0,029;4;229.3C;
1235;Oftedal I;Kraftverk;SMÅKRAFT AS;984616155;Agder;42;Sirdal;28;2006-01-01;2006-01-01;3;13,3;265;1,4;0,595;2;026.D1A0;
1346;Oftedal II;Kraftverk;SMÅKRAFT AS;984616155;Agder;42;Sirdal;28;2007-07-14;2007-07-14;5;21,9;130;5,1;0,272;2;026.D1A0;
1529;Oksarelva;Kraftverk;OKSARELVA KRAFT AS;994170821;Vestland;46;Kvinnherad;17;2011-05-19;2011-05-19;1,2;4,28;320;0,434;0,768;2;045.310;
554;Oksebotn;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Voss;21;1988-12-01;1988-12-01;11;45,99;125;10,5;0,291;5;062.BB2;
1276;Oksefjell;Kraftverk;OKSEKRAFT AS;987255072;Agder;42;Kvinesdal;27;2006-03-28;2006-03-28;0,214;1;52;0,6;0,099;2;025.B411;
317;Oksla;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;1980-04-11;1980-04-11;206;972,9718;450;52,02;1,067;2;049.A2;
1195;Ola Rise;Kraftverk;;;Trøndelag;50;Midtre Gauldal;27;1981-01-01;1981-01-01;0,02;0,06;;;;3;122.BAB;
318;Oldereid;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Bodø;04;1953-11-01;1953-11-01;15;76,6596;319;5,35;0,779;4;162.7Z;
883;Ole Kristian Sylling;Kraftverk;SOLBERG GÅRD OLE KRISTIAN SYLLING;969925672;Viken;30;Lier;49;2004-01-01;2004-01-01;0,015;0,1;176;0,016;0,26;1;011.B;
319;Oltedal;Kraftverk;LYSE PRODUKSJON AS;980335216;Rogaland;11;Gjesdal;22;1909-01-01;1995-01-15;9,3;34,1092;72;16,04;0,16;2;030.1C;
320;Oltesvik;Kraftverk;LYSE PRODUKSJON AS;980335216;Rogaland;11;Gjesdal;22;1935-01-01;1995-11-09;5;20,0945;37,5;19,69;0,079;2;030.1A;
1634;Oma;Kraftverk;OMA KRAFT AS;994469630;Vestland;46;Kvam;22;2011-11-04;2011-11-04;1,4;5,08;163;1,1;0,354;5;053.22;
1407;Ormhaugfossen;Kraftverk;REN RØROS STRØM AS;919884428;Trøndelag;50;Røros;25;2008-10-01;2008-10-01;1,2;7,6;5,5;27,5;0,012;1;002.R61;
555;Ormsetfoss;Kraftverk;NTE ENERGI AS;988340715;Trøndelag;50;Steinkjer;06;1988-06-20;1988-06-20;40;76,93;383,7;12;0,925;3;130.2Z;
1618;Ortnevik;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Høyanger;38;2004-06-01;2004-06-01;1,2;5,5;45;3,6;0,093;5;070.2A0;
985;Ortnevik Mikrokraftverk;Kraftverk;;;Vestland;46;Høyanger;38;1999-01-01;1999-01-01;0,037;0,15;;0,2;;5;070.2A0;
321;Osa;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Åmot;22;1981-07-29;1981-07-29;90;306,3208;200;54,95;0,455;1;002.JC30;
1694;Osavatnet;Kraftverk;BERGEN KOMMUNE;964338531;Vestland;46;Bergen;01;2012-05-08;2012-05-08;0,6;3,5;98,25;0,777;0,215;5;061.2AA4;
322;Osbu;Kraftverk;STATKRAFT ENERGI AS;987059729;Møre og Romsdal;15;Sunndal;63;1958-12-15;1958-12-15;20;112,1926;56;45,9;0,123;3;109.5D3;
323;Osen;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Sirdal;28;1964-01-01;1964-01-01;4;16,024;57,29;9,02;0,123;2;026.DAB;
371;Osen;Kraftverk;SKAFSÅ KRAFTVERK ANS;840044262;Vestfold og Telemark;38;Kviteseid;21;1954-11-07;1954-11-07;16,5;67,5103;92,3;21,31;0,215;2;019.G;
324;Osfallet;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Åmot;22;1914-01-01;1956-10-15;5,6;8,2021;40,79;18,09;0,086;1;002.JBA1;
1509;Osland;Kraftverk;OSLAND KRAFT AS;990788707;Vestland;46;Høyanger;38;2008-07-18;2008-07-18;0,75;2,03;143;620;0,336;5;069.71;
325;Oslandsbotn;Kraftverk;SFE PRODUKSJON AS;984882106;Vestland;46;Askvoll;45;1984-01-01;1984-01-01;2,9;11,7579;188;1,79;0,448;3;084.1D;
326;Osteren;Kraftverk;TROMS KRAFT PRODUKSJON AS;979152116;Troms og Finnmark Romsa ja Finnmárku;54;Senja;21;1936-01-01;1936-01-01;2,5;14,8938;136,89;2,09;0,331;4;195.4A3;
327;Osvatn;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Osterøy;30;1951-01-01;1951-01-01;2,3;12,264;205;1,35;0,473;5;060.6B0;
1100;Oterbekken;Kraftverk;SOLBU TERJE;970068597;Nordland;18;Rana;33;2005-06-03;2005-06-03;0,3;0,8;157,5;0,28;0,298;4;156.B0;
859;Oterholtfoss;Kraftverk;MIDT-TELEMARK ENERGI AS;963022158;Vestfold og Telemark;38;Midt-Telemark;17;1932-01-01;1932-01-01;0,85;5;;;;2;016.CA4;
1299;Otertjønnbekken;Kraftverk;KARLSEN EIVIND;969641496;Trøndelag;50;Inderøy;53;2008-01-01;2008-01-01;0,035;0,133;125;0,045;;3;130.520;
1001;Otro;Kraftverk;;;Vestland;46;Kvinnherad;17;1998-01-01;1998-01-01;0,018;0,1;;;;2;045.1;
1064;Ottar Holta;Kraftverk;;;Rogaland;11;Strand;30;1997-01-01;1997-01-01;0,015;0,05;;;;2;032.4C;
916;Palmafoss;Kraftverk;VOSS ENERGI PRODUKSJON AS;984665776;Vestland;46;Voss;21;1919-07-01;1919-07-01;0,31;1,8;14;3;;5;062.FA0;
328;Pikerfoss;Kraftverk;GLITRE ENERGI PRODUKSJON AS;979487223;Viken;30;Kongsberg;06;1982-01-01;1982-01-01;15,8;59,6236;13,5;150;0,029;1;015.E0;
1506;Porkegjel;Kraftverk;PORKEGJEL KRAFT AS;990893446;Vestland;46;Kvam;22;2008-09-01;2008-09-01;0,7;2,2;63,5;1,4;;5;052.62;
1336;Pålsbu;Kraftverk;STATKRAFT ENERGI AS;987059729;Viken;30;Nore og Uvdal;52;2007-06-26;2007-06-26;6,2;22;13;53;0,032;5;015.L2;
1870;Rabb-bekken;Kraftverk;WATTS UP ? AS;896380982;Trøndelag;50;Stjørdal;35;2016-06-22;2016-06-22;0,225;0,7;155;0,183;0,342;3;124.C4;
1384;Rafdal (Heimeelva);Kraftverk;RAFDAL ENERGI AS;980850226;Vestland;46;Etne;11;2008-06-02;2008-06-02;2;7,6;497;0,4;1,151;2;042.22Z;
1385;Rafdal (Ø-Rafdal);Kraftverk;RAFDAL ENERGI AS;980850226;Vestland;46;Etne;11;2008-06-02;2008-06-02;0,7;2;187;0,4;0,426;2;042.22Z;
1659;Ramberg;Kraftverk;;;Viken;30;Flesberg;50;2010-01-01;2010-01-01;0,0815;0,32;;;;1;015.E3Z;
329;Ramfoss;Kraftverk;RAMFOSS KRAFTLAG;971030690;Viken;30;Modum;47;1961-09-01;1961-09-01;30;189,8074;22,39;157,22;0,052;1;012.CA3;
773;Ramstaddal;Kraftverk;SYKKYLVEN ENERGI AS;979918224;Møre og Romsdal;15;Sykkylven;28;1983-12-08;1983-12-08;1,2;3,2364;380;0,36;0,925;3;098.1Z;
330;Rana;Kraftverk;STATKRAFT ENERGI AS;987059729;Nordland;18;Rana;33;1968-01-18;1968-01-18;500;2183,8;505,29;115,73;1,2;4;156.AA;
1450;Rasdalen;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Voss;21;2009-12-03;2009-12-03;5,2;19;280;2,2;0,657;5;062.A;
331;Raua;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Gausdal;41;1941-07-01;1941-07-01;1,1;5,1525;391,7;0,4;0,763;1;002.DDAAA;
728;Raubergfossen;Kraftverk;MIDT ENERGI AS;977205719;Trøndelag;50;Holtålen;26;1996-01-01;1996-01-01;2,7;11,6265;61,5;5,3;0,146;3;122.EA1;
1375;Raudberget;Pumpe;GLOMMENS OG LAAGENS BRUKSEIERFORENING;948591898;Innlandet;34;Skjåk;33;2007-01-01;2007-01-01;-3,8;0;;15;-0,0375;3;002.DHFA;
1159;Ravnastua;Kraftverk;;;Troms og Finnmark Romsa ja Finnmárku;54;Kárá%u0161johka-Karasjok;37;1990-01-01;1990-01-01;0,005;0,02;;;;4;234.GBAA;
1652;Ravnåga;Kraftverk;MIP MILJØKRAFT AS;819150842;Nordland;18;Rana;33;2011-10-26;2011-10-26;1,25;5,75;38;4;0,087;4;156.CB3Z;
332;Refsdal;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Vik;39;1968-01-13;1968-01-13;90;455,1265;513,59;21,01;1,19;5;070.D;
1664;Refsdal;Kraftverk;SUNNFJORD ENERGI AS;916501420;Vestland;46;Sunnfjord;47;2000-08-01;2000-08-01;0,493;1,5;414,4;0,12;1,13;3;084.C11;
1067;Reiersdalen;Kraftverk;NOREM OLAV;869102822;Vestfold og Telemark;38;Drangedal;15;1996-01-01;1996-01-01;0,0037;0,02;;;;2;017.DC;
333;Reinfossen;Kraftverk;STATKRAFT ENERGI AS;987059729;Nordland;18;Rana;33;1925-01-01;1925-01-01;3,4;6,364;30;13,48;0,07;4;156.C1;
1459;Reingardsåga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Rana;33;2009-06-19;2009-06-19;2,4;7,3;196;;;4;156.CAA2A;
1412;Reinli;Kraftverk;REINLI KRAFT AS;989525298;Innlandet;34;Sør-Aurdal;49;2008-02-25;2008-02-25;3,1;10;;;;1;012.J2Z;
334;Reinset;Kraftverk;NEAS AS;960684737;Møre og Romsdal;15;Sunndal;63;1948-02-25;1948-02-25;4,9;16,6559;263,6;2,5;0,544;3;111.5B4;
1404;Reinskar;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Gildeskål;38;2008-09-25;2008-09-25;9,6;44;126;9;0,296;4;161.1Z;
1030;Reinstaul;Kraftverk;REINSTAUL KRAFT AS;898328082;Vestfold og Telemark;38;Seljord;20;1996-01-01;1996-01-01;0,018;0,1;;;;2;016.CC3Z;
1766;Reinåga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;2014-11-21;2014-11-21;3,91;12,8;567;0,8;1,358;4;155.B20;
1471;Reisæter (Bleieelvi);Kraftverk;REISÆTER KRAFTVERK AS;991741267;Vestland;46;Ullensvang;18;2009-06-03;2009-06-03;0,45;1,7;131;0,35;0,357;5;048.2A;
1472;Reisæter (Strutåni);Kraftverk;REISÆTER KRAFTVERK AS;991741267;Vestland;46;Ullensvang;18;2009-06-03;2009-06-03;1;4,3;208;0,6;0,49;5;048.2A;
335;Rekvatn;Kraftverk;NORD-SALTEN KRAFT AS;995114666;Nordland;18;Hamarøy;75;1953-12-19;1953-12-19;23,3;86,4294;207,5;13,31;0,43;4;170.C4;
1481;Rekåa;Kraftverk;REKÅA KRAFTVERK AS;994562223;Vestfold og Telemark;38;Notodden;08;2009-09-14;2009-09-14;0,558;1,5;90;0,75;0,206;2;016.EA1B;
1833;Ren Energi Ramsland;Kraftverk;REN ENERGI RAMSLAND AS;915380646;Agder;42;Lindesnes;05;2015-10-06;2015-10-06;0,075;0,54;92;0,09;0,231;2;023.220;
336;Rendalen;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Rendalen;24;1971-10-16;1971-10-16;100,5;771,4;209,69;60;0,465;1;002.JE8;
1552;Rendalselva;Kraftverk;RENDALSELVA KRAFTVERK AS;989298828;Nordland;18;Meløy;37;2010-05-24;2010-05-24;2,8;7,8;251,5;1,34;0,58;4;160.2Z;
1371;Rensjø;Kraftverk;SELBU ENERGIVERK AS;980498646;Trøndelag;50;Selbu;32;2007-10-05;2007-10-05;1;4,1;;;;3;123.B7AZ;
337;Reppa;Kraftverk;RØDØY-LURØY KRAFTVERK AS;915558119;Nordland;18;Rødøy;36;1956-11-16;1956-11-16;10;62,7;575;2,1;1,323;4;159.7Z;
339;Repvåg;Kraftverk;REPVÅG KRAFTLAG SA;948755742;Troms og Finnmark Romsa ja Finnmárku;54;Nordkapp;35;1953-02-21;1953-02-21;4,2;24,6161;177;3,09;0,375;4;222.2Z;
1515;Ridøla;Kraftverk;RIDØLA KRAFT AS;991537406;Viken;30;Ål;43;2010-03-12;2010-03-12;1,9;5,1;172;1,37;0,397;5;012.CE2A4;
340;Riksheim;Kraftverk;SYKKYLVEN ENERGI AS;979918224;Møre og Romsdal;15;Sykkylven;28;1918-01-22;2013-10-10;5,3;17,4941;258,74;2,3;0,64;3;097.6A;
800;Riksheimdal;Kraftverk;SYKKYLVEN ENERGI AS;979918224;Møre og Romsdal;15;Sykkylven;28;2003-12-19;2003-12-19;4,5;18,4788;395;1,3;0,961;3;097.6Z;
1097;Rimbareid;Kraftverk;FITJAR KRAFTLAG SA;971028548;Vestland;46;Fitjar;15;2001-01-01;2001-01-01;1;3,6;210;0,34;;2;044.6;
1759;Rime;Kraftverk;RIME KRAFT AS;998925479;Viken;30;Flå;39;2014-02-06;2014-02-06;1,5;4;165;1,16;0,359;5;012.CC3Z;
1518;Ringdal;Kraftverk;RINGDAL KRAFTVERK AS;890064892;Møre og Romsdal;15;Stranda;25;2011-04-16;2011-04-16;5,85;17,2;151,735;4,7;0,346;3;098.5AZ;
1868;Ringedalen;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;2017-05-30;2017-05-30;23;57;513;5;1,278;2;049.B1;
1827;Ringheim;Kraftverk;KRISTIAN RINGHEIM;976954661;Vestland;46;Voss;21;2015-04-03;2015-04-03;0,05;0,29;175,5;0,037;0,375;5;062.G24;
1196;Rise;Kraftverk;;;Trøndelag;50;Midtre Gauldal;27;1979-01-01;1979-01-01;0,035;0,2;;;;3;122.BAA0;
1015;Risvollfossen;Kraftverk;;;Rogaland;11;Sauda;35;1995-01-01;1995-01-01;0,012;0,0526;;;;2;037.31;
825;Rivedal;Kraftverk;RIVEDAL KRAFTVERK AS;986159401;Vestland;46;Askvoll;45;2005-02-17;2005-02-17;3,2;15;235;1,9;0,468;3;083.4Z;
1586;Rodal;Kraftverk;RODAL KRAFT AS;994687786;Trøndelag;50;Heim;55;2011-04-02;2011-04-02;1,7;6,1;155;1,3;0,326;3;113.511Z;
1698;Rogheien;Kraftverk;;;Rogaland;11;Gjesdal;22;2006-01-01;2006-01-01;0,15;0,6;;;;2;030.1E;
605;Rognsfossen;Kraftverk;VOSS ENERGI PRODUKSJON AS;984665776;Vestland;46;Voss;21;1989-04-24;1989-04-24;6;31,5798;19,29;34,72;0,048;5;062.G2;
1051;Rolf Nåden og Ole Jan Naaden;Kraftverk;;;Rogaland;11;Stavanger;03;1999-01-01;1999-01-01;0,018;0,1;;;;2;034.5;
341;Rolleivstadvatn;Pumpe;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Fyresdal;23;1969-01-01;1969-01-01;-0,3;-0,9463;0;1;-0,082;2;019.DCAC;
1911;Romøyri;Kraftverk;FJÆRLAND KRAFT AS;916498721;Vestland;46;Sogndal;40;2017-12-11;2017-12-11;8,63;23,94;528;1,94;1,236;5;078.1Z;
1243;Rongkleiv;Kraftverk;RONGKLEIV KRAFT AS;988357936;Vestland;46;Gloppen;50;2006-05-10;2006-05-10;3;11,28;190;1,9;0,409;3;086.C;
342;Roppa;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Gausdal;41;1976-07-01;1976-07-01;5;31,2314;473;1,29;1,067;1;002.DDD0;
1185;Rosendal;Kraftverk;ROSENDAL ELEKTRISITETSVERK AS;982173779;Vestland;46;Kvinnherad;17;1957-01-01;1957-01-01;0,5;4;;;;2;045.4AA;
343;Roskrepp;Kraftverk;SIRA KVINA KRAFTSELSKAP;954090493;Agder;42;Sirdal;28;1979-12-19;1979-12-19;50;135,5806;88;67,09;0,207;2;025.J0;
1804;Rosten;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Sel;37;2018-03-15;2018-03-15;80;192;103,5;85;0,261;3;002.DJ31;
967;Rotnes Bruk;Kraftverk;ROTNES BRUK AS;989446800;Viken;30;Nittedal;31;1940-01-01;1940-01-01;0,18;1;;;;1;002.CD2;
344;Rottenvik;Kraftverk;TROMS KRAFT PRODUKSJON AS;979152116;Troms og Finnmark Romsa ja Finnmárku;54;Lyngen;24;1952-01-01;1952-01-01;5,49;19,722;448,84;1,5;1,017;4;204.3A2;
936;Rovde;Kraftverk;;;Møre og Romsdal;15;Vanylven;11;2004-01-01;2004-01-01;0,05;0,1;;;;3;093.4A1;
1592;Rud 1;Kraftverk;KAUPANGER ENERGI AS;990784779;Vestland;46;Sogndal;40;2008-05-14;2008-05-14;0,66;1,8;;;;5;077.12;
1152;Rud Gårdskraftverk;Kraftverk;;;Viken;30;Ringerike;07;1935-01-01;1935-01-01;0,09;0,3;25;;;1;012.DBAZ;
1032;Rui;Kraftverk;RUI KRAFTVERK AS;980953920;Vestfold og Telemark;38;Fyresdal;23;2000-01-01;2000-01-01;0,4;1,8;;;;2;019.H2Z;
1932;Rusdalsåni;Kraftverk;RUSDALSÅNI KRAFT AS;918085394;Rogaland;11;Lund;12;2019-05-28;2019-05-28;5,49;17,8;206;3,05;0,5;2;026.BF;
1084;Russagjela;Kraftverk;INGE ASKELAND;955280334;Vestland;46;Voss;21;2003-01-01;2003-01-01;0,04;0,2;;;;5;052.1B;
1751;Ryddøla;Kraftverk;RYDDØLA KRAFTVERK AS;991936475;Innlandet;34;Dovre;31;2013-12-03;2013-12-03;3,488;8,9;247,3;1,66;0,584;3;002.DJ5Z;
345;Rygene;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Grimstad;02;1978-01-01;1978-01-01;55;315,9293;36,2;172,5;0,089;2;019.A3;
1852;Rygene miniaggregat;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Grimstad;02;1992-01-01;1992-01-01;0,11;0,4;15;1;0,031;2;019.A13;
821;Ryssdal;Kraftverk;RYSSDAL KRAFT AS;980348997;Vestland;46;Gloppen;50;1999-01-01;1999-01-01;1,25;5,9;197;0,8;0,434;3;087.A3;
845;Ryssdal;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;2006-05-28;2006-05-28;1,95;7,1;218;1,1;0,492;3;109.3Z;
1298;Ryånda;Kraftverk;RYÅNDA KRAFTVERK AS;990219451;Trøndelag;50;Orkland;59;2008-12-01;2008-12-01;0,85;2,5;;;;3;121.B4;
1420;Rødberg;Kraftverk;STATKRAFT ENERGI AS;987059729;Viken;30;Nore og Uvdal;52;2009-02-02;2009-02-02;2,9;15,5;60,66;5,5;0,146;5;015.JA2;
842;Rødne;Kraftverk;SUNNHORDLAND KRAFTLAG AS;916435711;Rogaland;11;Vindafjord;60;2006-04-26;2006-04-26;9;36;245;4,25;0,588;2;038.3Z;
1817;Rødset;Kraftverk;STRANDA ENERGI AS;979951140;Møre og Romsdal;15;Stranda;25;2015-05-15;2015-05-15;2,15;6,7;38;6,33;0,094;3;098.3Z;
922;Rødstøl;Kraftverk;;;Møre og Romsdal;15;Rauma;39;2001-01-01;2001-01-01;0,07;0,35;;;;3;103.B0;
1961;Røfsdalselva;Kraftverk;RØFSDALSKRAFT AS;920926819;Møre og Romsdal;15;Vanylven;11;2019-06-03;2019-06-03;3,21;13;212,3;1,95;0,457;3;093.2C;
346;Røldal;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestland;46;Ullensvang;18;1966-01-01;1966-01-01;166;903,5;365;56;0,823;2;036.E30;
1864;Røneid;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Vestland;46;Luster;44;2016-11-23;2016-11-23;4,3;13,1;487,35;1,04;1,149;5;076.A0;
935;Rønnestad;Kraftverk;JOSTEIN RØNNESTAD;984661436;Møre og Romsdal;15;Volda;77;2006-01-01;2006-01-01;0,018;0,03;;;;3;094.31;
1049;Rørheim;Kraftverk;ARNE RØRHEIM;969817705;Rogaland;11;Stavanger;03;2004-10-15;2004-10-15;0,099;0,4;;;;2;034.1;
890;Rørtveit;Kraftverk;HAUGSLAND JOHAN;969807866;Rogaland;11;Suldal;34;2003-01-01;2003-01-01;0,07;0,6;;;;2;035.7B4;
1081;Rørvikbekken;Kraftverk;;;Trøndelag;50;Indre Fosen;54;1997-01-01;1997-01-01;0,011;0,03;;;;3;131.91;
1271;Røssåga Mikrokraftverk;Kraftverk;;;Nordland;18;Hemnes;32;2004-01-01;2004-01-01;0,003;0,015;;;;4;155.C1;
1564;Røstad;Kraftverk;NORDIC POWER AS;914341183;Trøndelag;50;Indre Fosen;54;2010-11-01;2010-11-01;2,8;9,5;83,2;4;0,194;3;131.4Z;
347;Røstefoss;Kraftverk;REN RØROS STRØM AS;919884428;Innlandet;34;Os;30;1913-10-04;1913-10-04;3;20,4002;9,5;40;0,021;1;002.Q12;
1249;Røylandsfoss;Kraftverk;SØRKRAFT AS;985479836;Agder;42;Kvinesdal;27;2004-11-11;2004-11-11;1,33;4,2;40;3,8;0,097;2;025.AC;
1218;Røyrvatn;Kraftverk;ISE PRODUKSJON RØYRVATN AS;914385172;Nordland;18;Sørfold;45;2006-01-01;2006-01-01;2,7;13,5;109;2,9;0,278;4;166.4C;
348;Røyrvikfoss;Kraftverk;NTE ENERGI AS;988340715;Trøndelag;50;Raarvikhe %u2013 Røyrvik;43;1965-05-28;1965-05-28;16,6;88,7347;28,5;68,81;0,067;4;307.3bc8;
1551;Råfossen;Kraftverk;MIDT ENERGI AS;977205719;Trøndelag;50;Midtre Gauldal;27;2008-11-11;2008-11-11;0,346;1,75;33;1,2;0,08;3;122.BAB;
349;Rånåsfoss;Kraftverk;GLOMMA KRAFTPRODUKSJON AS;987287608;Viken;30;Nes;34;1921-06-15;1921-06-15;128,4;583;12,3;1215;0,029;1;002.D32;
1534;Råssåfoss;Kraftverk;RÅSSÅFOSS KRAFT AS;991879218;Møre og Romsdal;15;Surnadal;66;2010-04-10;2010-04-10;4,945;25,7;;;;3;111.711Z;
1310;Sagabekken 1;Kraftverk;REINSTAUL KRAFT AS;898328082;Vestfold og Telemark;38;Seljord;20;2006-09-18;2006-09-18;0,4;1,55;;;;2;016.CC3Z;
1560;Sagabekken 2;Kraftverk;REINSTAUL KRAFT AS;898328082;Vestfold og Telemark;38;Seljord;20;2009-02-02;2009-02-02;0,325;1,3;195;0,388;;2;016.CC3Z;
1561;Sagabekken 3;Kraftverk;REINSTAUL KRAFT AS;898328082;Vestfold og Telemark;38;Seljord;20;2009-02-02;2009-02-02;0,15;0,5;185;0,18;0,463;2;016.CC3Z;
350;Sagbergfossen;Kraftverk;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Melhus;28;1916-06-01;1916-06-01;1,2;3,9562;26,6;5,94;0,056;3;122.2A;
351;Sage;Kraftverk;LUSTER ENERGIVERK AS;933297292;Vestland;46;Luster;44;2001-01-01;2001-01-01;8,9;44,0725;340;3;0,824;5;075.5B;
352;Sagefoss;Kraftverk;E-CO ENERGI AS;976894677;Agder;42;Kvinesdal;27;1901-01-09;1901-01-09;2,9;6,221;106;3,29;0,244;2;025.32A;
353;Sagefossen;Kraftverk;SFE PRODUKSJON AS;984882106;Vestland;46;Gloppen;50;1986-02-02;1986-02-02;10,1;42,7655;61;18,3;0,147;3;085.F2;
1292;Sagelva;Kraftverk;PER STUEFLOTTEN;969493969;Innlandet;34;Lesja;32;2006-04-24;2006-04-24;0,63;3,5;;;;3;103.BA0;
1355;Sagelva;Kraftverk;SAGELVA ENERGI AS;990236550;Vestland;46;Sunnfjord;47;2007-11-08;2007-11-08;0,65;2,5;81;1;0,181;3;084.C11;
