Clave de Registro;Nombre de la Unidad de Producción;Estado;Dirección de la Unidad de Producción;Municipio de la Unidad de Producción;Provincia de la Unidad de Producción;Nombre del Titular de la Unidad de Producción;Dirección del Titular;Municipio del Titual;CPostal del Titular;Provincia del Titular;Participación, en %, del Titular en la Unidad de Producción;Nombre del 2º Propietario de la Unidad de Producción;Participación, en %, del 2º Propietario de la Unidad de Producción;Nombre del 3º Propietario de la Unidad de Producción;Participación, en %, del 3º Propietario de la Unidad de Producción;Nombre del 4º Propietario de la Unidad de Producción;Participación, en %, del 4º Propietario de la Unidad de Producción;Fecha de la puesta en servicio de la Unidad de Producción;Tipo de Unidad de Producción;Tecnología de la Unidad de Producción;Potencia Instalada en MW;Potencia Bruta Total en MW;Potencia Neta Total en MW;Tensión de Conexión de la Unidad de Producción en el Punto de Conexión;Nombre de la Empresa Propietaria de la red en la que tiene punto de conexión la Unidad de Producción;Nudo del punto de conexión de la Unidad de Producción;Nombre de la Unidad de Gestión Hidráulica (si es de tipo Hidráulica);Nombre del Río (si es de tipo Hidráulica);Nombre del Combustible más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 2º más usado (si la Unidad es de tipo Térmica Clásica);Nombre del Combustible 3º más usado (si la Unidad es del tipo Térmica Clásica);Subsección;Denominación Ciclo Combinado;Mínimo Técnico Declarado;Modo de Funcionamiento;A (th/h);B (th/h.MW);C (th/h.MW2);A (th);B (horas);D (€/arranque);O&MVDi (€/MWh );Anotación al Margen
RO1-0088;ALMADENES 3;DEFINITIVO;;Cieza;MURCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1923 00:00;HIDRÁULICA;FLUYENTE;2,800;2,800;2,610;5,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST ALMADENES;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0089;ALMADENES 4;DEFINITIVO;;Cieza;MURCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;FLUYENTE;6,000;6,000;4,960;5,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST ALMADENES;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0090;AMBASAGUAS 1;DEFINITIVO;;Santa Colomba de Curueño;LEON;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1907 00:00;HIDRÁULICA;FLUYENTE;0,340;0,430;0,420;22,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR AMBASAGUAS;DUERO;PORMA;;;;1;;;;;;;;;;;
RO1-0091;AMBASAGUAS 2;DEFINITIVO;;Santa Colomba de Curueño;LEON;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1907 00:00;HIDRÁULICA;FLUYENTE;0,340;0,430;0,420;22,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR AMBASAGUAS;DUERO;PORMA;;;;1;;;;;;;;;;;
RO1-0092;AMBASAGUAS 3;DEFINITIVO;;Santa Colomba de Curueño;LEON;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1937 00:00;HIDRÁULICA;FLUYENTE;0,900;0,940;0,930;22,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR AMBASAGUAS;DUERO;PORMA;;;;1;;;;;;;;;;;
RO1-0093;ANGUIANO 1;DEFINITIVO;;Anguiano;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1921 00:00;HIDRÁULICA;FLUYENTE;1,160;1,290;1,250;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ANGUIANO;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0094;ANGUIANO 2;DEFINITIVO;;Anguiano;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1921 00:00;HIDRÁULICA;FLUYENTE;1,160;1,160;1,380;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ANGUIANO;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0095;ANGUIANO 3;DEFINITIVO;;Anguiano;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1921 00:00;HIDRÁULICA;FLUYENTE;1,160;1,160;1,280;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ANGUIANO;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0096;LAS CUEVAS 1;DEFINITIVO;;Anguiano;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1953 00:00;HIDRÁULICA;FLUYENTE;0,920;0,920;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH LAS CUEVAS;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0097;LAS CUEVAS 2;DEFINITIVO;;Anguiano;LA RIOJA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1953 00:00;HIDRÁULICA;FLUYENTE;0,920;0,920;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH LAS CUEVAS;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0098;ANTOÑANA 1;DEFINITIVO;campezo;Campezo/Kanpezu;ARABA/ÁLAVA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;11.12.1964 00:00;HIDRÁULICA;FLUYENTE;0,220;0,200;0,200;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ANTOÑANA;EBRO;CORRES;;;;1;;;;;;;;;;;
RO1-0099;ANTOÑANA 2;DEFINITIVO;Campezo;Campezo/Kanpezu;ARABA/ÁLAVA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;11.12.1964 00:00;HIDRÁULICA;FLUYENTE;0,220;0,200;0,190;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ANTOÑANA;EBRO;CORRES;;;;1;;;;;;;;;;;
RO1-0100;ARCHENA;DEFINITIVO;;Archena;MURCIA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1948 00:00;HIDRÁULICA;FLUYENTE;0,400;0,400;;11,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST ARCHENA;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0101;ARENZANA 1;DEFINITIVO;;Arenzana de Abajo;LA RIOJA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1904 00:00;HIDRÁULICA;FLUYENTE;0,110;0,110;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ARENZANA;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0102;ARENZANA 2;DEFINITIVO;;Arenzana de Abajo;LA RIOJA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1904 00:00;HIDRÁULICA;FLUYENTE;0,110;0,110;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR ARENZANA;EBRO;NAJERILLA;;;;1;;;;;;;;;;;
RO1-0103;ARIZMENDI;DEFINITIVO;;Markina-Xemein;BIZKAIA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;11.12.1964 00:00;HIDRÁULICA;FLUYENTE;0,070;0,070;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARIZMENDI;EBRO;ARTIBAY;;;;1;;;;;;;;;;;
RO1-0104;ARRAMBIDE 1;DEFINITIVO;;Arano;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1901 00:00;HIDRÁULICA;FLUYENTE;0,280;0,280;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARRAMBIDE;EBRO;URUMEA;;;;1;;;;;;;;;;;
RO1-0105;ARRAMBIDE 2;DEFINITIVO;;Arano;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,300;0,300;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARRAMBIDE;EBRO;URUMEA;;;;1;;;;;;;;;;;
RO1-0106;ARRAMBIDE 3;DEFINITIVO;;Arano;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,500;0,500;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARRAMBIDE;EBRO;URUMEA;;;;1;;;;;;;;;;;
RO1-0107;ARROLLANDIETA;DEFINITIVO;;Aoiz/Agoitz;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.12.1988 00:00;HIDRÁULICA;FLUYENTE;0,540;0,540;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARROLLANDIETA;EBRO;ARROLLANDIETA;;;;1;;;;;;;;;;;
RO1-0108;ARTESIAGA 1;DEFINITIVO;;Aoiz/Agoitz;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;FLUYENTE;0,450;0,410;0,400;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARTESIAGA;EBRO;BIDASOA;;;;1;;;;;;;;;;;
RO1-0109;ARTESIAGA 2;DEFINITIVO;;Aoiz/Agoitz;NAVARRA;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;FLUYENTE;0,800;0,800;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH ARTESIAGA;EBRO;BIDASOA;;;;1;;;;;;;;;;;
RO1-0110;AZUTAN 1;DEFINITIVO;;Alcolea de Tajo;TOLEDO;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1969 00:00;HIDRÁULICA;EMBALSE;60,000;60,000;67,450;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST AZUTAN;TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0111;AZUTAN 2;DEFINITIVO;;Alcolea de Tajo;TOLEDO;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1970 00:00;HIDRÁULICA;EMBALSE;60,000;60,000;65,550;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST AZUTAN;TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0112;AZUTAN 3;DEFINITIVO;;Alcolea de Tajo;TOLEDO;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1970 00:00;HIDRÁULICA;EMBALSE;60,000;60,000;65,010;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST AZUTAN;TAJO;TAJO;;;;1;;;;;;;;;;;
RO1-0113;BARAZAR 1;DEFINITIVO;;Zeanuri;BIZKAIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1957 00:00;HIDRÁULICA;EMBALSE;41,600;41,600;41,350;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST BARAZAR;EBRO;ARRATIA;;;;1;;;;;;;;;;;
RO1-0114;BARAZAR 2;DEFINITIVO;;Zeanuri;BIZKAIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1957 00:00;HIDRÁULICA;EMBALSE;41,600;41,600;41,350;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST BARAZAR;EBRO;ARRATIA;;;;1;;;;;;;;;;;
RO1-0115;BARAZAR 3;DEFINITIVO;;Zeanuri;BIZKAIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1957 00:00;HIDRÁULICA;EMBALSE;0,850;0,850;;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST BARAZAR;EBRO;ARRATIA;;;;1;;;;;;;;;;;
RO1-0116;BATAN 1;DEFINITIVO;;Plasencia;CACERES;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;09.01.1985 00:00;HIDRÁULICA;FLUYENTE;0,080;0,080;;;;N.D.;TAJO;JERTE;;;;1;;;;;;;;;;;
RO1-0117;BATANEJO;DEFINITIVO;;Enguídanos;CUENCA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1926 00:00;HIDRÁULICA;EMBALSE;2,040;2,040;;132,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST LUCAS URQUIJO;JUCAR;GUADAZAON;;;;1;;;;;;;;;;;
RO1-0118;BENAGEBER 1;DEFINITIVO;;Benagéber;VALENCIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.07.1996 00:00;HIDRÁULICA;EMBALSE;4,500;4,400;4,320;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BENAGEBER;JUCAR;TURIA;;;;1;;;;;;;;;;;
RO1-0119;BENAGEBER 2;DEFINITIVO;;Benagéber;VALENCIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.07.1996 00:00;HIDRÁULICA;EMBALSE;14,500;15,000;14,910;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BENAGEBER;JUCAR;TURIA;;;;1;;;;;;;;;;;
RO1-0120;BERGANZO 1;DEFINITIVO;;Zambrana;ARABA/ÁLAVA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,160;0,160;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BERGANZO;EBRO;INGLARES;;;;1;;;;;;;;;;;
RO1-0121;BERGANZO 2;DEFINITIVO;;Zambrana;ARABA/ÁLAVA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1900 00:00;HIDRÁULICA;FLUYENTE;0,160;0,160;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BERGANZO;EBRO;INGLARES;;;;1;;;;;;;;;;;
RO1-0122;BERROCALILLO 1;DEFINITIVO;;Plasencia;CACERES;HIDROJERTE S.L.U.;AVDA VIRGEN DE GUADALUPE 33, 3ª;Cáceres;10001;CACERES;100,00;;;;;;;01.01.1928 00:00;HIDRÁULICA;EMBALSE;0,180;0,180;;15,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH BERROCALILLO;TAJO;JERTE;;;;1;;;;;;;;;;;
RO1-0124;BOLINCHES;DEFINITIVO;;Mahora;ALBACETE;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1902 00:00;HIDRÁULICA;FLUYENTE;0,410;0,410;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH BOLINCHES;JUCAR;JUCAR;;;;1;;;;;;;;;;;
RO1-0125;BORBOLLON;DEFINITIVO;;Santibáñez el Alto;CACERES;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1963 00:00;HIDRÁULICA;EMBALSE;1,380;1,380;;15,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BORBOLLON;TAJO;ARRAGO;;;;1;;;;;;;;;;;
RO1-0126;EL BOSQUE 1;DEFINITIVO;;Casas de Ves;ALBACETE;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1961 00:00;HIDRÁULICA;EMBALSE;4,000;4,060;3,880;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH EL BOSQUE;JUCAR;JUCAR;;;;1;;;;;;;;;;;
RO1-0127;EL BOSQUE 2;DEFINITIVO;;Casas de Ves;ALBACETE;IBERDROLA RENOVABLES, S.A.;C/. TOMAS REDONDO, Nº 1;Madrid;28033;MADRID;100,00;;;;;;;01.01.1961 00:00;HIDRÁULICA;EMBALSE;4,000;4,000;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH EL BOSQUE;JUCAR;JUCAR;;;;1;;;;;;;;;;;
RO1-0128;BUGARRA 1;DEFINITIVO;;Bugarra;VALENCIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1913 00:00;HIDRÁULICA;FLUYENTE;0,320;0,300;0,290;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BUGARRA;JUCAR;TURIA;;;;1;;;;;;;;;;;
RO1-0129;BUGARRA 2;DEFINITIVO;;Bugarra;VALENCIA;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1913 00:00;HIDRÁULICA;FLUYENTE;0,320;0,320;;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR BUGARRA;JUCAR;TURIA;;;;1;;;;;;;;;;;
RO1-0130;CABRIANA 1;DEFINITIVO;;Miranda de Ebro;BURGOS;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1922 00:00;HIDRÁULICA;FLUYENTE;0,640;0,640;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CABRIANA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0131;CABRIANA 2;DEFINITIVO;;Miranda de Ebro;BURGOS;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1922 00:00;HIDRÁULICA;FLUYENTE;0,640;0,640;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CABRIANA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0132;CABRIANA 3;DEFINITIVO;;Miranda de Ebro;BURGOS;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;FLUYENTE;1,940;1,940;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CABRIANA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0133;CABRIANA 4;DEFINITIVO;;Miranda de Ebro;BURGOS;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1956 00:00;HIDRÁULICA;FLUYENTE;1,940;1,940;;30,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CABRIANA;EBRO;EBRO;;;;1;;;;;;;;;;;
RO1-0134;CAÑAVEROSA 1;DEFINITIVO;;Calasparra;MURCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;FLUYENTE;1,480;1,480;1,170;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CAÑAVEROSA;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0135;CAÑAVEROSA 2;DEFINITIVO;;Calasparra;MURCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;FLUYENTE;1,480;1,480;1,230;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CAÑAVEROSA;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0136;CAÑAVEROSA 3;DEFINITIVO;;Calasparra;MURCIA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1954 00:00;HIDRÁULICA;FLUYENTE;1,480;1,480;1,130;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;ST CAÑAVEROSA;JUCAR;SEGURA;;;;1;;;;;;;;;;;
RO1-0137;LOS CANTOS 1;DEFINITIVO;;Puebla de Arenoso;CASTELLON;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;FLUYENTE;2,400;2,400;2,370;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LOS CANTOS;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0138;LOS CANTOS 2;DEFINITIVO;;Puebla de Arenoso;CASTELLON;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1955 00:00;HIDRÁULICA;FLUYENTE;2,400;2,400;2,470;66,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;STR LOS CANTOS;JUCAR;MIJARES;;;;1;;;;;;;;;;;
RO1-0139;CASEDA 1;DEFINITIVO;;Cáseda;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;FLUYENTE;0,210;0,210;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH CASEDA;EBRO;ARAGON;;;;1;;;;;;;;;;;
RO1-0140;CASEDA 2;DEFINITIVO;;Cáseda;NAVARRA;BARBO ENERGÍAS RENOVABLES, S.A.;C/. JON ARROSPIDE, Nº 20 Interior;Bilbao;48014;BIZKAIA;100,00;;;;;;;01.01.1927 00:00;HIDRÁULICA;FLUYENTE;0,210;0,210;;13,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH CASEDA;EBRO;ARAGON;;;;1;;;;;;;;;;;
RO1-0141;EL CASTILLEJO 1;DEFINITIVO;;Viandar de la Vera;CACERES;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1958 00:00;HIDRÁULICA;FLUYENTE;1,200;1,200;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH EL CASTILLEJO;TAJO;GARGANTA DE CUARTOS;;;;1;;;;;;;;;;;
RO1-0142;EL CASTILLEJO 2;DEFINITIVO;;Viandar de la Vera;CACERES;IBERDROLA RENOVABLES ENERGIA, S.A.;C/ MENORCA, Nº 19, PLANTA 13;Valencia;46023;VALENCIA;100,00;;;;;;;01.01.1958 00:00;HIDRÁULICA;FLUYENTE;1,200;1,200;;20,000;IBERDROLA GENERACION - IBERDROLA DISTRIBUCION ELECTRICA;CH EL CASTILLEJO;TAJO;GARGANTA DE CUARTOS;;;;1;;;;;;;;;;;
RO1-0143;CASTRO I 1;DEFINITIVO;;Fonfría;ZAMORA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;EMBALSE;39,900;39,900;41,530;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST CASTRO I;DUERO;DUERO;;;;1;;;;;;;;;;;
RO1-0144;CASTRO I 2;DEFINITIVO;;Fonfría;ZAMORA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1952 00:00;HIDRÁULICA;EMBALSE;39,900;39,900;41,590;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST CASTRO I;DUERO;DUERO;;;;1;;;;;;;;;;;
RO1-0145;CASTRO II;DEFINITIVO;;Fonfría;ZAMORA;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1977 00:00;HIDRÁULICA;EMBALSE;110,000;110,000;112,170;220,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST CASTRO II;DUERO;DUERO;;;;1;;;;;;;;;;;
RO1-0146;CEDILLO 1;DEFINITIVO;;Cedillo;CACERES;IBERDROLA GENERACIÓN, S.A.;Plaza Euskadi, nº 5;Bilbao;48009;BIZKAIA;100,00;;;;;;;01.01.1976 00:00;HIDRÁULICA;EMBALSE;118,530;118,530;121,340;400,000;IBERDROLA GENERACION - RED ELECTRICA DE ESPAÑA;ST CEDILLO;TAJO;TAJO;;;;1;;;;;;;;;;;
